Start date,Description,Item description,Planning,Actual,Unit
1/22/2024,Plant-02 Day Shift,Square 20x20/6cm/Tan,132.00000000,132.00000000,M2
1/22/2024,Plant-02 Day Shift,Square 20x20/6cm/Brown,168.00000000,168.00000000,M2
1/22/2024,Plant-02 Day Shift,Decore Block/6cm/Red,92.48000000,92.48000000,M2
1/22/2024,Plant-02 Day Shift,Rectangle 20x10/6cm/Red,336.00000000,336.00000000,M2
1/22/2024,Plant-02 Night Shift,Rectangle 20x10/6cm/Red,"1,836.00000000","1,836.00000000",M2
1/22/2024,Plant-03 Day Shift,Rectangle 20x10/8cm/Dark Grey/Single Mix,"1,824.00000000","1,824.00000000",M2
1/22/2024,Plant-03 Night Shift,Rectangle 20x10/8cm/Grey/Single Mix,"1,854.00000000","1,854.00000000",M2
1/22/2024,TopWerk,Rectangle 60x40/8cm/Dark Beige/ShotBlast-Curl-Coat,808.00000000,709.00000000,M2
1/23/2024,Kerbstone,Kerbstone 60x30x15 10ch,"1,760.00000000","1,760.00000000",Nos
1/23/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,585.00000000,585.00000000,Nos
1/23/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,085.00000000","1,085.00000000",Nos
1/23/2024,Plant-01 Day Shift,Rectangle 60x30/6cm/Grey/Single Mix,"1,140.48000000","1,140.48000000",M2
1/23/2024,Plant-01 Night Shift,Rectangle 60x30/6cm/Grey/Single Mix,"1,968.84000000","1,968.84000000",M2
1/23/2024,Plant-02 Day Shift,Rectangle 20x10/6cm/Red,402.00000000,402.00000000,M2
1/23/2024,Plant-02 Day Shift,Square 20x20/8cm/Grey,"1,370.40000000","1,370.40000000",M2
1/23/2024,Plant-02 Night Shift,Rectangle 20x10/8cm/Grey,"1,688.40000000","1,688.40000000",M2
1/23/2024,Plant-03 Day Shift,Rectangle 40x20/6cm/Grey,"1,248.00000000","1,248.00000000",M2
1/23/2024,Plant-03 Day Shift,Rectangle 40x20/8cm/Grey,472.80000000,472.80000000,M2
1/23/2024,Plant-03 Night Shift,Rectangle 40x20/8cm/Grey,762.00000000,762.00000000,M2
1/23/2024,Plant-03 Day Shift,Rectangle 40x20/8cm/Ginger,14.40000000,14.40000000,M2
1/23/2024,TopWerk,Rectangle 60x40/8cm/Dark Beige/ShotBlast-Curl-Coat,429.00000000,385.00000000,M2
1/23/2024,TopWerk,Rectangle 80x20/6cm/Grey/ShotBlast-Curl-Coat,145.00000000,85.00000000,M2
1/23/2024,TopWerk,Rectangle 80x20/6cm/Beige/ShotBlast-Curl-Coat,108.00000000,70.00000000,M2
1/17/2024,Plant-01 Day Shift,Rectangle 20x10/8cm/Black/Single Mix,"1,248.00000000","1,248.00000000",M2
1/17/2024,Plant-01 Day Shift,Rectangle 20x10/6cm/Black/Single Mix,457.20000000,457.20000000,M2
1/17/2024,Plant-01 Night Shift,Rectangle 20x10/6cm/Black/Single Mix,61.20000000,61.20000000,M2
1/17/2024,Plant-01 Night Shift,Rectangle 60x30/6cm/Grey/Single Mix,"1,858.68000000","1,858.68000000",M2
1/17/2024,Plant-02 Day Shift,Square 20x20/8cm/Red,"1,036.80000000","1,036.80000000",M2
1/17/2024,Plant-02 Night Shift,Monaco Rhombus/6cm/Red,189.00000000,189.00000000,M2
1/17/2024,Plant-02 Night Shift,Rectangle 40x20/6cm/Red,636.00000000,636.00000000,M2
1/17/2024,Plant-02 Night Shift,I-Shape/6cm/Red,184.40000000,184.40000000,M2
1/24/2024,Kerbstone,Kerbstone 60x30x15 10ch,"1,780.00000000","1,780.00000000",Nos
1/24/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,840.00000000,840.00000000,Nos
1/24/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,070.00000000","1,070.00000000",Nos
1/24/2024,Plant-01 Day Shift,Square 20x20/6cm/Grey/Single Mix,"1,080.00000000","1,080.00000000",M2
1/24/2024,Plant-01 Night Shift,Square 20x20/6cm/Grey/Single Mix,"2,197.20000000","2,197.20000000",M2
1/24/2024,Plant-02 Day Shift,Octagon/6cm/Grey,"1,753.92000000","1,753.92000000",M2
1/24/2024,Plant-02 Night Shift,Square 20x20/8cm/Dark Grey,"1,039.20000000","1,039.20000000",M2
1/24/2024,Plant-03 Day Shift,Rectangle 60x30/8cm/Grey,"1,058.40000000","1,058.40000000",M2
1/24/2024,Plant-03 Day Shift,Square 30x30/8cm/Grey,406.08000000,406.08000000,M2
1/24/2024,Plant-03 Night Shift,Square 30x30/8cm/Grey,642.60000000,642.60000000,M2
1/24/2024,Plant-03 Night Shift,Square 40x40/8cm/Grey,"1,027.20000000","1,027.20000000",M2
1/24/2024,TopWerk,Rectangle 60x40/8cm/White/ShotBlast,76.00000000,72.00000000,M2
1/24/2024,TopWerk,Rectangle 40x10/6cm/Silver White/ShotBlast,791.00000000,757.00000000,M2
1/25/2024,Kerbstone,Kerbstone 60x30x15 10ch,"1,875.00000000","1,875.00000000",Nos
1/25/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,850.00000000,850.00000000,Nos
1/25/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,000.00000000","1,000.00000000",Nos
1/25/2024,Plant-01 Day Shift,Rectangle 30x20/6cm/Grey/Single Mix,372.00000000,372.00000000,M2
1/25/2024,Plant-01 Day Shift,Rectangle 20x10/6cm/Grey/Single Mix,420.00000000,420.00000000,M2
1/25/2024,Plant-01 Day Shift,Rectangle 20x10/6cm/Grey/Single Mix,"1,261.20000000","1,261.20000000",M2
1/25/2024,Plant-01 Night Shift,Rectangle 60x30/6cm/Grey/Single Mix,684.72000000,684.72000000,M2
1/25/2024,Plant-02 Day Shift,Square 20x20/8cm/Red,252.00000000,252.00000000,M2
1/25/2024,Plant-02 Night Shift,Square 20x20/8cm/Red,790.80000000,790.80000000,M2
1/25/2024,Plant-02 Night Shift,La Plaza Bishop/8cm/Grey,897.40000000,897.40000000,M2
1/25/2024,Plant-03 Day Shift,Square 40x40/6cm/Grey,537.60000000,537.60000000,M2
1/25/2024,Plant-03 Day Shift,Rectangle 60x30/6cm/Grey,"1,051.92000000","1,051.92000000",M2
1/25/2024,Plant-03 Night Shift,Square 30x30/6cm/Grey,"1,011.96000000","1,011.96000000",M2
1/25/2024,Plant-03 Night Shift,Square 30x30/6cm/Beige,199.80000000,199.80000000,M2
1/25/2024,TopWerk,Rectangle 60x40/8cm/White/ShotBlast,270.00000000,252.00000000,M2
1/25/2024,TopWerk,Rectangle 40x10/6cm/Charcoal Black/ShotBlast,337.00000000,318.00000000,M2
1/25/2024,TopWerk,Rectangle 60x40/8cm/Grey/ShotBlast,338.00000000,321.00000000,M2
1/27/2024,Kerbstone,Kerbstone 60x30x15 10ch,"2,325.00000000","2,325.00000000",Nos
1/27/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,550.00000000,550.00000000,Nos
1/27/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,130.00000000","1,130.00000000",Nos
1/28/2024,Kerbstone,Kerbstone 60x30x15 10ch,"2,910.00000000","2,910.00000000",Nos
1/28/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,630.00000000,630.00000000,Nos
1/28/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,100.00000000","1,100.00000000",Nos
1/28/2024,Plant-01 Day Shift,Rectangle 20x10/6cm/Red/Single Mix,"1,996.80000000","1,996.80000000",M2
1/28/2024,Plant-01 Night Shift,Rectangle 60x30/6cm/Grey/Single Mix,"1,331.64000000","1,331.64000000",M2
1/28/2024,Plant-02 Day Shift,Rectangle 20x10/8cm/Grey/Single Mix,"1,392.00000000","1,392.00000000",M2
1/28/2024,Plant-02 Night Shift,Rectangle 20x10/8cm/Grey/Single Mix,"1,809.60000000","1,809.60000000",M2
1/28/2024,Plant-03 Day Shift,Rectangle 20x10/8cm/Grey/Single Mix,"1,804.80000000","1,804.80000000",M2
1/28/2024,Plant-03 Night Shift,Rectangle 20x10/8cm/Dark Grey/Single Mix,"1,416.00000000","1,416.00000000",M2
1/28/2024,Plant-03 Night Shift,Rectangle 40x20/8cm/Grey,294.00000000,294.00000000,M2
1/28/2024,TopWerk,Rectangle 60x40/8cm/White/ShotBlast-Curl,357.00000000,324.00000000,M2
1/28/2024,TopWerk,Rectangle 60x40/8cm/Grey/ShotBlast-Curl,76.00000000,68.00000000,M2
1/28/2024,TopWerk,Rectangle 60x40/8cm/Grey/ShotBlast-Curl-Coat,141.00000000,118.00000000,M2
1/28/2024,TopWerk,Rectangle 60x40/8cm/White/ShotBlast-Curl-Coat,195.00000000,182.00000000,M2
1/28/2024,TopWerk,Rectangle 60x40/6cm/White/ShotBlast-Curl-Coat,20.00000000,19.00000000,M2
1/29/2024,Kerbstone,Kerbstone 60x30x15 10ch,"3,440.00000000","3,440.00000000",Nos
1/29/2024,Kerbstone,Kerbstone 91.5x25x10 Flush,315.00000000,315.00000000,Nos
1/29/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,205.00000000","1,205.00000000",Nos
1/29/2024,Plant-01 Day Shift,Octagon/8cm/Grey,"1,068.48000000","1,068.48000000",M2
1/29/2024,Plant-01 Night Shift,Rectangle 20x10/6cm/Dark Grey/Single Mix,"2,071.20000000","2,071.20000000",M2
1/29/2024,Plant-02 Day Shift,Square 20x20/8cm/Grey,"1,836.00000000","1,836.00000000",M2
1/29/2024,Plant-02 Night Shift,Square 20x20/8cm/Grey,"1,626.00000000","1,626.00000000",M2
1/29/2024,Plant-02 Night Shift,Behaton/8cm/Grey,213.70000000,213.70000000,M2
1/29/2024,Plant-03 Day Shift,Rectangle 40x20/8cm/Grey,900.00000000,900.00000000,M2
1/29/2024,Plant-03 Day Shift,Rectangle 60x40/6cm/Dark Grey,275.52000000,275.52000000,M2
1/29/2024,TopWerk,Rectangle 60x40/8cm/Grey/ShotBlast-Curl,762.00000000,679.00000000,M2
1/30/2024,Kerbstone,Kerbstone 60x30x15 10ch,"3,240.00000000","3,240.00000000",Nos
1/30/2024,Kerbstone,Kerbstone 91.5x25x10 Flush,790.00000000,790.00000000,Nos
1/30/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,220.00000000","1,220.00000000",Nos
1/30/2024,Plant-01 Day Shift,Rectangle 20x10/6cm/Dark Grey/Single Mix,"2,102.40000000","2,102.40000000",M2
1/16/2024,Kerbstone,Kerbstone 60x30x15 10ch,"1,080.00000000","1,080.00000000",Nos
1/16/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,870.00000000,870.00000000,Nos
1/16/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,210.00000000","1,210.00000000",Nos
1/16/2024,Kerbstone,Kerbstone 60x35x20 15ch,930.00000000,930.00000000,Nos
1/16/2024,Kerbstone,Roof Tiles 50x50 5cm White,256.00000000,256.00000000,M2
1/30/2024,Plant-01 Night Shift,Square 20x20/8cm/Grey/Single Mix,97.20000000,97.20000000,M2
1/30/2024,Plant-01 Night Shift,Square 20x20/6cm/Grey/Single Mix,105.60000000,105.60000000,M2
1/30/2024,Plant-01 Night Shift,Square 20x20/6cm/Red/Single Mix,97.20000000,97.20000000,M2
1/30/2024,Plant-01 Night Shift,Square 20x20/6cm/Dark Grey/Single Mix,"1,304.40000000","1,304.40000000",M2
1/30/2024,Plant-02 Day Shift,Square 20x20/8cm/Dark Grey,"1,533.60000000","1,533.60000000",M2
1/30/2024,Plant-02 Day Shift,Rectangle 20x10/6cm/Dark Grey,240.00000000,240.00000000,M2
1/30/2024,Plant-02 Night Shift,Rectangle 20x10/6cm/Dark Grey,810.00000000,810.00000000,M2
1/30/2024,Plant-02 Night Shift,Monaco Rhombus/8cm/Black,924.00000000,924.00000000,M2
1/30/2024,TopWerk,Rectangle 60x40/8cm/White/ShotBlast-Curl,304.00000000,273.00000000,M2
1/30/2024,TopWerk,Rectangle 60x40/6cm/Light Yellow/ShotBlast-Curl,100.00000000,73.00000000,M2
1/17/2024,Kerbstone,Kerbstone 60x30x15 10ch,"1,030.00000000","1,030.00000000",Nos
1/17/2024,Kerbstone,Kerbstone 91.5x20x10 B/N,780.00000000,780.00000000,Nos
1/17/2024,Kerbstone,Kerbstone 60x30x10 B/N,415.00000000,415.00000000,Nos
1/17/2024,Kerbstone,Kerbstone 60x35x20 15ch,785.00000000,785.00000000,Nos
1/17/2024,Kerbstone,Kerbstone 60x30x15 B/N,500.00000000,500.00000000,Nos
1/31/2024,Kerbstone,Kerbstone 60x30x15 10ch,"2,900.00000000","2,900.00000000",Nos
1/31/2024,Kerbstone,Kerbstone 91.5x25x10 Flush,860.00000000,860.00000000,Nos
1/31/2024,Kerbstone,Kerbstone 60x30x10 B/N,"1,205.00000000","1,205.00000000",Nos
1/31/2024,Plant-01 Day Shift,Square 20x20/6cm/Dark Grey/Single Mix,350.40000000,350.40000000,M2
1/31/2024,Plant-01 Day Shift,Rectangle 30x10/6cm/Grey/Single Mix,"1,526.40000000","1,526.40000000",M2
1/31/2024,Plant-01 Day Shift,Square 10x10/6cm/Grey/Single Mix,22.50000000,22.50000000,M2
1/31/2024,Plant-01 Night Shift,Square 10x10/6cm/Grey/Single Mix,"1,027.80000000","1,027.80000000",M2
1/31/2024,Plant-01 Night Shift,Rectangle 30x10/6cm/Black/Single Mix,696.00000000,696.00000000,M2
1/31/2024,Plant-02 Day Shift,Monaco Rhombus/8cm/Black,126.00000000,126.00000000,M2
1/31/2024,Plant-02 Day Shift,Square 16x16/6cm/Black,231.13000000,231.13000000,M2
1/31/2024,Plant-02 Day Shift,Square 20x20/6cm/Black,"1,032.00000000","1,032.00000000",M2
1/31/2024,Plant-02 Day Shift,Square 8x8/6cm/Black,215.00000000,215.00000000,M2
1/31/2024,Plant-02 Night Shift,Square 8x8/6cm/Black,229.00000000,229.00000000,M2
1/31/2024,Plant-02 Night Shift,La Plaza Bishop/8cm/Black,"1,309.74000000","1,309.74000000",M2
1/31/2024,TopWerk,Rectangle 60x40/6cm/Light Yellow/ShotBlast-Curl,209.00000000,145.00000000,M2
